Year,Month,Day,Period,1,2,3
2020,1,2,10,1035.9853223333334,1101.4179105,1150.5937401666667
2020,1,2,11,1102.7847308333332,1131.4179105,1171.960522
2020,1,2,12,1143.8047559999998,1174.5522388333331,1240.4687008333333
2020,1,2,13,1173.799636,1227.835821,1312.3387856666668
2020,1,2,14,1169.9624533333333,1240.2238806666667,1364.7098145
2020,1,2,15,1145.8044145000001,1221.4925373333333,1398.4035861666664
2020,1,2,16,1107.1623619999998,1204.4776118333332,1439.0452971666666
2020,1,2,17,1088.7330755,1201.3432836666666,1505.013369
2020,1,2,18,1072.1953578333332,1202.238806,1548.4940233333334
2020,1,2,19,1063.8724541666668,1194.9999998333333,1596.3825101666669
2020,1,2,20,1052.3068606666668,1186.19403,1620.3641083333332
2020,1,2,21,1041.3898055000002,1185.1492538333334,1666.3848696666664
2020,1,2,22,1034.5261121666665,1180.8955221666665,1687.5275245000003
2020,1,2,23,1032.2021848333334,1180.8208953333333,1720.1006606666667
2020,1,2,24,1029.4999431666665,1169.8507463333335,1727.8703995000003
2020,1,2,25,1026.959836,1163.5074628333334,1738.3296633333332
2020,1,2,26,1019.8259186666668,1160.4477613333333,1749.9095628333334
2020,1,2,27,1014.4754806666666,1160.8955225,1771.7993079999999
2020,1,2,28,1012.2055978333334,1162.0895521666669,1776.5806858333333
2020,1,2,29,1011.5030148333332,1154.4776120000001,1775.6841775
2020,1,2,30,1010.6382980000002,1147.0149253333334,1769.9315825
2020,1,2,31,1007.3415635,1144.477612,1744.3063856666668
2020,1,2,32,1018.6369326666668,1145.2985071666665,1727.0486003333333
2020,1,2,33,1049.6586643333333,1177.3880596666665,1710.986159166667
2020,1,2,34,1089.9220616666669,1249.5522386666664,1739.6744258333335
2020,1,2,35,1140.2918421666668,1347.5373133333333,1863.0190311666668
2020,1,2,36,1187.310843,1420.597015,1894.1726958333336
2020,1,2,37,1173.2051428333332,1414.3283581666667,1867.4268636666666
2020,1,2,38,1137.4815110000002,1385.0,1833.359547
2020,1,2,39,1130.0773694999998,1395.8955225,1774.638251333333
2020,1,2,40,1119.7007624999999,1393.5820896666667,1756.7080843333333
2020,1,2,41,1100.6769825000001,1373.283582,1702.544039
2020,1,2,42,1062.7375126666666,1339.3283583333334,1669.1491035
2020,1,2,43,1025.3925361666668,1299.7761195,1600.2673796666666
2020,1,2,44,988.3177835666665,1263.2089551666668,1548.2698961666667
2020,1,2,45,944.6495619333333,1223.9552238333333,1462.1303870000002
2020,1,2,46,912.11457505,1185.0,1398.6277131666666
2020,1,2,47,892.7665263333333,1148.2089551666666,1333.4814408333332
2020,1,2,48,880.2821709,1119.1791043333333,1270.0534760000003
2020,1,3,1,873.7427466166665,1101.4179103333333,1234.6413966666667
2020,1,3,2,871.4188189833334,1093.432836,1191.3848693333332
2020,1,3,3,859.7991807833332,1089.4029853333334,1179.356716
2020,1,3,4,856.2322221,1079.477612,1151.5649576666665
2020,1,3,5,860.9341221999999,1077.1641793333335,1149.5478138333333
2020,1,3,6,870.0136534500001,1072.1641793333335,1133.784209
2020,1,3,7,880.8226191999998,1075.522388,1131.0199746666665
2020,1,3,8,905.2508817833333,1081.7910446666667,1120.1124566666665
2020,1,3,9,940.7583342833333,1090.597015,1116.8252595000001
2020,1,3,10,990.0472180166666,1109.7761195,1133.4853726666668
2020,1,3,11,1058.1977471666667,1139.4776118333334,1150.8925761666667
2020,1,3,12,1105.4329275,1185.3731341666664,1218.6536644999999
2020,1,3,13,1133.5902833333334,1241.9402985,1283.1275558333334
2020,1,3,14,1132.2932073333332,1253.1343283333333,1339.0099086666667
2020,1,3,15,1119.7007623333334,1222.9850746666668,1371.358918
2020,1,3,16,1094.3537376666666,1217.238806,1424.0287823333335
2020,1,3,17,1080.4642165,1214.7014925,1513.8290341666668
2020,1,3,18,1062.3051541666666,1210.3731343333334,1559.3268323333334
2020,1,3,19,1058.5220161666668,1206.4925371666666,1602.4339415000002
2020,1,3,20,1055.711685,1197.164179,1628.5821015000001
2020,1,3,21,1050.2531571666666,1195.7462685,1684.6885813333336
2020,1,3,22,1045.1188988333333,1185.4477611666669,1712.1815036666667
2020,1,3,23,1039.4441915,1178.9552238333333,1756.3345391666664
2020,1,3,24,1032.6345433333333,1173.4328356666667,1766.0467126666663
2020,1,3,25,1027.8245533333334,1171.2686568333336,1774.8623781666672
2020,1,3,26,1026.6896118333332,1163.358209,1783.3044985
2020,1,3,27,1023.7711909999998,1156.7164178333335,1801.4587921666669
2020,1,3,28,1018.4747981666666,1148.5074625,1811.3203836666669
2020,1,3,29,1014.8537943333334,1140.6716418333333,1807.0619691666664
2020,1,3,30,1013.8809873333333,1154.7761191666664,1805.8666248333332
2020,1,3,31,1010.4221188333332,1158.8059701666666,1782.7815351666668
2020,1,3,32,1013.0162703333334,1121.2686566666669,1765.5237495000001
2020,1,3,33,1035.5529640000002,1057.4626865,1728.6174898333331
2020,1,3,34,1064.4669471666666,1108.880597,1750.7313620000002
2020,1,3,35,1114.7826828333334,1290.8208955,1849.5714061666667
2020,1,3,36,1155.6946183333332,1412.7611941666667,1855.6228373333336
2020,1,3,37,1129.3207418333334,1381.044776,1810.7974208333333
2020,1,3,38,1089.8680168333333,1334.9999998333335,1775.1612143333334
2020,1,3,39,1078.3024235,1341.2686568333331,1725.3302926666665
2020,1,3,40,1067.7096371666667,1336.3432835,1693.055992166667
2020,1,3,41,1058.251792,1316.3432836666668,1631.1222083333334
2020,1,3,42,1038.4173398333332,1296.0447761666667,1596.3825103333331
2020,1,3,43,1010.8004323333333,1271.8656716666667,1541.3219563333332
2020,1,3,44,985.99385595,1252.686567,1500.6055363333335
2020,1,3,45,948.5407896333335,1225.2985076666666,1434.1145015
2020,1,3,46,917.8973717166667,1193.4328356666667,1377.33564
2020,1,3,47,900.0085334,1162.5373135,1327.1311735
2020,1,3,48,879.6876777833332,1134.5522386666667,1271.7717836666668
2020,1,4,1,874.2831948833333,1114.9999998333335,1228.2911293333334
2020,1,4,2,868.9868016833334,1100.3731344999999,1187.8735449999997
2020,1,4,3,859.5830014833332,1091.3432835,1177.115445
2020,1,4,4,859.0425532166668,1091.119403,1145.6629445
2020,1,4,5,863.9606326166664,1089.6268656666666,1134.1577539999998
2020,1,4,6,868.2301740666667,1080.2985073333332,1113.3139351666666
2020,1,4,7,871.1485948333333,1080.4477611666669,1107.0383768333331
2020,1,4,8,883.6869951166665,1081.3432836666668,1093.889588
2020,1,4,9,906.1696438666668,1088.0597016666668,1092.6942435
2020,1,4,10,931.13835475,1097.7611943333334,1100.1651461666665
2020,1,4,11,964.2137899666667,1110.0,1106.0671593333334
2020,1,4,12,990.3714870666666,1126.119403,1136.1001888333333
2020,1,4,13,1022.6362498333334,1146.4925373333335,1151.1167034999999
2020,1,4,14,1035.823188,1146.9402985,1166.2826360000001
2020,1,4,15,1049.6586641666665,1126.4179104999998,1161.6506765000001
2020,1,4,16,1052.9553988333334,1123.0597016666668,1199.7522804999999
2020,1,4,17,1048.6858570000002,1129.1044776666668,1232.325417
2020,1,4,18,1042.849016,1142.9104476666664,1296.8740169999999
2020,1,4,19,1036.8500396666666,1138.7313433333334,1333.4814406666667
2020,1,4,20,1028.1488223333336,1143.1343283333333,1365.9051588333332
2020,1,4,21,1024.419729,1135.2985073333332,1394.2945898333335
2020,1,4,22,1010.1518944999999,1123.2089551666666,1411.8512111666666
2020,1,4,23,1001.2344975666666,1107.4626866666667,1424.6264548333336
2020,1,4,24,991.6685629666667,1100.8955226666667,1427.0171436666667
2020,1,4,25,979.7246558333333,1114.1044775,1428.1377793333334
2020,1,4,26,972.3745591166667,1117.4626865,1420.9657125
2020,1,4,27,959.8902036666667,1107.5373135,1407.8169234999998
2020,1,4,28,950.7566275999999,1100.0000000000002,1393.6969171666667
2020,1,4,29,950.5404482999999,1100.8208956666667,1380.9963823333335
2020,1,4,30,952.9184207500001,1095.0,1372.3301355
2020,1,4,31,956.1070656666666,1079.3283581666667,1360.1525633333333
2020,1,4,32,966.7538968999999,1082.5373135,1349.0956275
2020,1,4,33,1003.4503355666667,1114.4029851666667,1344.3142496666667
2020,1,4,34,1044.5784501666667,1180.8955224999997,1399.1506765000001
2020,1,4,35,1089.5437478333333,1282.3880596666668,1510.0935828333334
2020,1,4,36,1130.3475935,1356.7164178333333,1558.6544511666668
2020,1,4,37,1105.6491066666665,1341.8656716666667,1579.1247248333332
2020,1,4,38,1068.2500851666666,1300.7462685,1578.3776344999999
2020,1,4,39,1064.1967231666667,1304.3283581666667,1551.4076754999999
2020,1,4,40,1057.1708953333334,1299.0298508333333,1533.4775085
2020,1,4,41,1036.0934121666667,1280.8955225,1508.3005661666666
2020,1,4,42,1009.9897599333334,1263.2089553333333,1487.7555833333336
2020,1,4,43,985.3453180166666,1241.4925373333333,1450.2516515
2020,1,4,44,956.3232449666666,1228.358209,1418.5750234999998
2020,1,4,45,926.4364546333333,1202.9104478333334,1369.0429378333336
2020,1,4,46,906.3317783666666,1174.7761191666666,1324.0681031666666
2020,1,4,47,893.2529297666666,1150.8955225,1290.7478764999998
2020,1,4,48,878.4446467166669,1128.208955,1245.4742058333334
2020,1,5,1,873.5806121499999,1111.1194028333332,1215.8894308333333
2020,1,5,2,869.6353396166666,1098.1343286666668,1172.5581943333334
2020,1,5,3,865.31175335,1090.0,1159.4094055000003
2020,1,5,4,866.8790533666667,1082.6119401666667,1140.1344763333334
2020,1,5,5,868.8246671833332,1072.6865671666667,1135.7266433333334
2020,1,5,6,872.44567075,1068.4328358333332,1119.9630386666665
2020,1,5,7,882.7682330166666,1069.477612,1114.3598616666668
2020,1,5,8,892.2801228833332,1069.925373,1110.773828333333
2020,1,5,9,909.9527818833332,1075.6716418333333,1111.2220823333334
2020,1,5,10,929.3008305833333,1078.880597,1105.6936143333332
2020,1,5,11,966.2134486333333,1090.9701493333332,1105.5441961666666
2020,1,5,12,990.42553185,1100.3731343333332,1112.417427
2020,1,5,13,1026.8517468333332,1116.791045,1133.4853725
2020,1,5,14,1042.6328363333334,1113.1343285,1122.9513998333332
2020,1,5,15,1058.7381955,1092.6119403333335,1116.7505506666664
2020,1,5,16,1048.3075435,1093.3582090000002,1131.7670649999998
2020,1,5,17,1042.5787918333333,1099.7761195,1155.300409
2020,1,5,18,1032.6885878333333,1114.8507463333333,1190.7871971666666
2020,1,5,19,1025.1223116666667,1119.2537313333335,1211.1080526666667
2020,1,5,20,1013.1784048333334,1119.4776116666665,1235.3884868333334
2020,1,5,21,996.2623733,1120.5970146666666,1256.3817238333334
2020,1,5,22,981.2919558666667,1118.2089551666666,1270.053476
2020,1,5,23,971.9962453000002,1111.1194031666666,1281.6333751666664
2020,1,5,24,966.5917624333332,1113.3582091666667,1289.5525321666667
2020,1,5,25,955.4044828666666,1111.1940298333334,1294.1097828333334
2020,1,5,26,942.3256343166667,1102.5373135,1295.9027995
2020,1,5,27,935.8402548833334,1105.2238805,1298.6670336666668
2020,1,5,28,931.9490271833333,1094.3283583333334,1303.8219565
2020,1,5,29,934.5972237833333,1088.4328356666667,1302.626612
2020,1,5,30,933.8946410166667,1093.9552238333333,1300.6841773333333
2020,1,5,31,933.6244168833332,1090.2238805,1292.8397295000002
2020,1,5,32,950.27022415,1091.2686566666666,1284.6964455
2020,1,5,33,992.6954146166668,1120.0746268333335,1289.0295691666665
2020,1,5,34,1040.4710435,1185.9701493333334,1343.1189051666668
2020,1,5,35,1095.812948,1272.4626865,1460.3373701666667
2020,1,5,36,1148.1823869999998,1349.4776118333332,1526.9031141666665
2020,1,5,37,1134.5630904999998,1337.6865671666667,1552.3041836666669
2020,1,5,38,1103.4332688333332,1322.0895523333334,1556.7120163333336
2020,1,5,39,1102.7847311666667,1321.4179105,1542.890846166667
2020,1,5,40,1089.8680168333333,1309.5522388333336,1533.8510536666665
2020,1,5,41,1065.3857095,1284.5522389999999,1503.0709343333335
2020,1,5,42,1031.9860051666665,1258.7313431666666,1478.7157909999999
2020,1,5,43,994.9112527166666,1234.2537313333332,1436.8787355000002
2020,1,5,44,955.9449311499999,1207.9850745,1395.2658068333333
2020,1,5,45,923.2478097666666,1177.3134328333333,1338.9352
2020,1,5,46,893.3610194500001,1138.4328358333335,1290.5984586666666
2020,1,5,47,885.0381158499999,1117.6119403333335,1251.2268009999998
2020,1,5,48,882.1737399166667,1098.80597,1197.0627556666666
2020,1,6,1,875.6343156166666,1086.1940296666664,1168.822743
2020,1,6,2,874.8236432,1076.4925373333335,1135.1289713333333
2020,1,6,3,874.1751052333333,1072.0149255,1132.3647374999998
2020,1,6,4,878.8229605333335,1070.9701491666667,1113.3886444999998
2020,1,6,5,887.6863124333335,1058.6567165000001,1104.6476881666667
2020,1,6,6,897.1441574833334,1065.4477615,1091.723026
2020,1,6,7,913.8980544,1067.0149255,1092.6942433333334
2020,1,6,8,947.4058482166669,1068.8059701666666,1097.4756215
2020,1,6,9,1003.7746046833332,1080.2238805,1098.5215476666665
2020,1,6,10,1074.1950166666666,1096.8656716666667,1129.2269583333334
2020,1,6,11,1166.5035841666665,1129.402985,1141.9274928333332
2020,1,6,12,1226.0069406666669,1173.955224,1219.4754639999999
2020,1,6,13,1262.9195585,1235.522388,1294.8568731666667
2020,1,6,14,1259.1904653333333,1250.3731343333332,1358.8078009999997
2020,1,6,15,1216.1707816666667,1219.8507463333333,1408.4145956666669
2020,1,6,16,1173.0430083333333,1213.3582090000002,1446.1426551666666
2020,1,6,17,1138.9947661666665,1214.2537313333335,1503.2950613333333
2020,1,6,18,1106.838093,1214.402985,1531.3856558333334
2020,1,6,19,1093.1107066666666,1209.2537315,1589.7334068333332
2020,1,6,20,1082.0315165000002,1197.8358206666667,1607.9624096666666
2020,1,6,21,1068.358175,1205.3731343333332,1652.7131175000002
2020,1,6,22,1053.0094438333333,1202.6119403333332,1671.4650831666665
2020,1,6,23,1044.038002,1200.671642,1697.4638253333335
2020,1,6,24,1035.1746500000002,1190.2238805000002,1703.9635105
2020,1,6,25,1026.0951189999998,1175.5223881666668,1703.5899653333336
2020,1,6,26,1011.6651498333332,1155.5223881666666,1703.9635105000004
2020,1,6,27,1002.7477526666667,1143.2089551666666,1713.8998115000002
2020,1,6,28,1002.5315733333333,1126.1194031666666,1716.2905001666666
2020,1,6,29,1000.1536009166666,1131.7910448333334,1708.520761
2020,1,6,30,999.2888837666666,1157.2388058333333,1706.2047811666669
2020,1,6,31,998.5863009666667,1139.3283583333334,1686.5563073333333
2020,1,6,32,1012.5839116666667,1138.8059700000001,1669.9709028333334
2020,1,6,33,1053.0634883333335,1163.7313435,1650.8453916666667
2020,1,6,34,1098.7313686666666,1236.2686566666666,1684.2403269999998
2020,1,6,35,1160.4505631666668,1357.3880598333333,1812.7398553333335
2020,1,6,36,1219.0351575000002,1452.6865673333334,1840.4569048333333
2020,1,6,37,1208.6585503333333,1460.4477613333336,1818.0441964999998
2020,1,6,38,1171.4216635,1434.7761193333333,1808.332023
2020,1,6,39,1169.4760495,1439.402985,1750.6566528333335
2020,1,6,40,1162.6123563333333,1428.9552236666666,1726.824473
2020,1,6,41,1144.8316076666667,1415.0000001666667,1672.0627556666666
2020,1,6,42,1104.3520310000001,1393.2835823333335,1644.1962881666666
2020,1,6,43,1057.6032541666666,1360.597015,1580.3200691666668
2020,1,6,44,1013.7728978166666,1317.0895523333334,1526.9778233333334
2020,1,6,45,974.6444419166668,1257.6119401666667,1436.2063541666666
2020,1,6,46,947.6220275666666,1211.2686565000001,1373.5254796666668
2020,1,6,47,927.3552167500001,1187.7611941666667,1318.0166721666667
2020,1,6,48,921.0860166166667,1150.2985075,1261.3125196666667
2020,1,7,1,923.6801684000001,1104.5522386666664,1219.3260460000001
2020,1,7,2,923.3018545833334,1079.6268656666668,1168.972161
2020,1,7,3,920.5455683166666,1080.597015,1160.3059136666666
2020,1,7,4,920.5996131666666,1084.7014925,1139.0885496666667
2020,1,7,5,930.0034133666667,1081.8656716666665,1128.0316136666668
2020,1,7,6,941.7851860333334,1079.0298508333333,1115.9287511666669
2020,1,7,7,958.0526794833335,1084.5522388333334,1116.6758413333332
2020,1,7,8,991.3983387500001,1089.776119333333,1121.0089650000002
2020,1,7,9,1051.9285470000002,1105.2985075,1121.9054735000002
2020,1,7,10,1118.0253726666663,1127.164179,1139.9850581666667
2020,1,7,11,1214.6575265000001,1165.373134166667,1155.748663
2020,1,7,12,1267.2431446666667,1217.5373133333333,1230.7565271666667
2020,1,7,13,1296.5354421666666,1281.119403,1320.2579428333331
2020,1,7,14,1293.6710661666668,1302.5373133333333,1379.2033656666665
2020,1,7,15,1249.7866651666668,1274.9999999999998,1423.6552375
2020,1,7,16,1208.8206850000001,1245.9701493333334,1462.2050961666666
2020,1,7,17,1165.584822,1221.0447761666667,1519.8057563333332
2020,1,7,18,1117.2147001666665,1222.8358208333336,1547.2239696666668
2020,1,7,19,1099.9203548333332,1220.8955221666668,1589.8081158333332
2020,1,7,20,1081.0587096666666,1166.641791,1609.0083359999999
2020,1,7,21,1060.791899,1085.9701491666667,1652.8625355000001
2020,1,7,22,1041.7140743333332,1079.4029851666667,1672.4363010000004
2020,1,7,23,1031.8238709999998,1167.0895521666666,1691.636520666667
2020,1,7,24,1026.5274773333333,1200.6716416666666,1692.6824474999996
2020,1,7,25,1027.9866878333332,1177.3880595,1700.3774771666667
2020,1,7,26,1018.0964843333335,1156.4179101666666,1706.4289083333335
2020,1,7,27,1002.58561825,1153.8059700000001,1708.7448883333334
2020,1,7,28,995.6138354833333,1146.7910448333334,1711.4344133333334
2020,1,7,29,994.1546250833334,1140.3731343333332,1718.2329350000002
2020,1,7,30,990.3714871000001,1130.6716418333333,1714.4974835
2020,1,7,31,990.8038456833334,1131.4925373333333,1696.2684805
2020,1,7,32,1011.2327909333334,1142.0895523333334,1679.0854041666669
2020,1,7,33,1047.3887815,1172.0149253333334,1659.9598931666667
2020,1,7,34,1093.4890203333332,1248.6567165,1690.4411764999998
2020,1,7,35,1152.5059735000002,1373.432836,1805.567788333333
2020,1,7,36,1202.3353054999998,1460.9701493333334,1820.7337213333333
2020,1,7,37,1190.8237570000001,1471.7164178333333,1808.033186333333
2020,1,7,38,1157.5321423333332,1444.1044775,1803.1023905
2020,1,7,39,1166.1252701666667,1445.7462686666665,1743.8581313333334
2020,1,7,40,1160.1262943333334,1441.4179105,1727.4221455
2020,1,7,41,1133.2660141666668,1428.8805968333334,1683.044982833333
2020,1,7,42,1095.7048585,1407.2388060000003,1652.0407360000002
2020,1,7,43,1060.2514506666666,1369.4776118333332,1576.2857816666667
2020,1,7,44,1017.0155875833333,1325.9701491666667,1522.1964455
2020,1,7,45,972.9690522166667,1269.9253731666665,1437.8499530000001
2020,1,7,46,946.0006826833334,1215.9701491666667,1379.801038333333
2020,1,7,47,937.4075548833333,1190.2985071666667,1313.0858761666666
2020,1,7,48,932.8677892833334,1160.5223883333335,1247.2672223333336
2020,1,8,1,921.8966890500001,1144.2537315000002,1218.728374
2020,1,8,2,918.5999545,1133.0597013333334,1173.1558666666667
2020,1,8,3,926.3824098333334,1128.4328358333332,1157.0187165
2020,1,8,4,931.0302651000001,1128.3582091666667,1137.146115
2020,1,8,5,938.4344066666667,1124.4029851666667,1132.8129915
2020,1,8,6,951.3511207166666,1125.0746268333332,1118.3941489999997
2020,1,8,7,982.7511662333333,1127.5373133333333,1120.4112926666664
2020,1,8,8,1015.3942429333333,1137.3134326666668,1120.9342560000002
2020,1,8,9,1067.1691888333332,1154.2537311666665,1125.4167975
2020,1,8,10,1136.4546593333332,1183.9552238333333,1148.9501416666667
2020,1,8,11,1238.9776993333332,1231.4179105,1166.5814721666668
2020,1,8,12,1307.7767663333334,1291.2686566666669,1241.4399181666668
2020,1,8,13,1345.9864603333333,1365.2985075,1335.6480023333331
2020,1,8,14,1346.0405051666667,1387.6865673333334,1400.3460206666666
2020,1,8,15,1305.4528388333335,1351.7910446666667,1441.2118589999998
2020,1,8,16,1249.0300376666667,1325.8955225,1469.8254166666666
2020,1,8,17,1194.1745363333332,1309.0298508333333,1521.9723183333335
2020,1,8,18,1149.6956423333334,1292.3880596666668,1553.8730735
2020,1,8,19,1121.8085106666665,1278.3582088333335,1603.1810316666667
2020,1,8,20,1100.0824895,1254.1791045,1626.1167031666666
2020,1,8,21,1080.5182615,1244.6268656666666,1658.7645486666668
2020,1,8,22,1057.008761,1231.4179103333333,1672.7351370000003
2020,1,8,23,1041.9302538333334,1221.0447763333334,1694.5501730000003
2020,1,8,24,1029.3918533333333,1206.7164178333335,1696.1190625
2020,1,8,25,1022.6362498333333,1190.671642,1685.883925666667
2020,1,8,26,1013.1243600000001,1181.4925373333333,1684.0162
2020,1,8,27,1006.0444875,1180.1492536666667,1684.6138721666666
2020,1,8,28,997.2892250999998,1167.0895520000001,1683.3438184999998
2020,1,8,29,996.3704630666666,1155.6716418333333,1673.8557725
2020,1,8,30,992.6954147,1154.8507461666668,1667.4307958333336
2020,1,8,31,999.2888837666668,1159.8507461666668,1656.8221139999998
2020,1,8,32,1020.7987256666665,1187.164179,1644.0468698333334
2020,1,8,33,1054.1984298333334,1244.4776118333332,1629.5533186666664
2020,1,8,34,1099.5420411666666,1323.0597013333334,1663.3965085
2020,1,8,35,1160.6667424999998,1420.5970148333333,1801.159955833333
2020,1,8,36,1219.5215611666667,1488.9552238333333,1828.6528781666666
2020,1,8,37,1205.3077711666667,1493.880597,1818.118905333333
2020,1,8,38,1170.2867221666668,1467.6119403333335,1815.429380333333
2020,1,8,39,1171.4216635,1472.3134326666668,1758.6505191666665
2020,1,8,40,1167.9087493333334,1463.2089551666666,1744.9787668333336
2020,1,8,41,1155.748663,1438.8805971666668,1703.4405473333334
2020,1,8,42,1118.6739105,1404.402985,1669.3732306666668
2020,1,8,43,1072.8979405,1370.9701491666665,1591.5264231666667
2020,1,8,44,1031.4996018333334,1324.7014924999999,1538.1841775000003
2020,1,8,45,991.7766525833332,1272.4626868333332,1456.751337
2020,1,8,46,959.6199795166667,1226.9402986666666,1400.420729833333
2020,1,8,47,943.7307998666666,1191.6417911666667,1332.3608051666665
2020,1,8,48,940.2178859999998,1160.7462686666668,1270.9499843333333
2020,1,9,1,933.6244168833333,1145.8955221666668,1235.239069
2020,1,9,2,932.1652065166668,1133.1343285,1184.2875118333332
2020,1,9,3,932.4354306333333,1120.2238806666667,1168.2250706666666
2020,1,9,4,937.9480031666666,1118.5820896666667,1150.9672853333334
2020,1,9,5,946.9734895666667,1114.2537313333332,1148.5765965
2020,1,9,6,961.673683,1119.2537311666667,1139.3126768333332
2020,1,9,7,980.37319375,1124.3283581666667,1137.0714061666667
2020,1,9,8,1019.0692910000001,1128.6567165,1139.0885495
2020,1,9,9,1074.9516441666665,1142.835821,1136.2496066666668
2020,1,9,10,1148.9390146666665,1169.402985,1157.915225
2020,1,9,11,1253.1374445000001,1214.1044776666668,1179.506134
2020,1,9,12,1313.7757423333333,1269.9999998333333,1250.1061656666668
2020,1,9,13,1341.1764705000003,1332.9850746666668,1332.0619691666668
2020,1,9,14,1337.3392876666667,1350.9701493333334,1394.3692986666665
2020,1,9,15,1304.9123905,1312.0895523333336,1440.6141868333334
2020,1,9,16,1243.1931960000002,1285.7462684999998,1489.100346
2020,1,9,17,1198.9304813333333,1273.5820895,1560.9704308333332
2020,1,9,18,1154.6677666666667,1265.9701493333334,1597.4284365
2020,1,9,19,1127.3210833333333,1255.0,1645.2422145
2020,1,9,20,1099.7582205,1222.9104478333336,1662.0517458333334
2020,1,9,21,1078.5186026666668,1197.4626868333335,1680.6542938333332
2020,1,9,22,1060.3595403333336,1169.5522388333331,1685.8092166666668
2020,1,9,23,1048.1994538333333,1153.5074628333334,1693.5042465
2020,1,9,24,1036.2555466666668,1145.2238806666667,1698.9580053333332
2020,1,9,25,1025.6627601666667,1139.4029851666667,1697.6132431666665
2020,1,9,26,1015.2861531666667,1131.641791,1698.360333166667
