Year,Month,Day,Period,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
2020,1,2,8,27.75,194.53333333333333,22.150000000000002,382.3833333333334
2020,1,2,9,25.233333333333334,350.88333333333327,30.38333333333333,489.6000000000001
2020,1,2,10,22.7,523.4666666666667,24.71666666666667,619.8333333333334
2020,1,2,11,13.016666666666667,567.0,21.466666666666665,671.1999999999999
2020,1,2,12,4.666666666666666,619.4833333333333,22.75,674.2666666666667
2020,1,2,13,5.05,609.1166666666667,27.916666666666668,682.9499999999999
2020,1,2,14,3.9000000000000004,593.4499999999999,29.683333333333334,671.1833333333333
2020,1,2,15,4.966666666666666,588.35,41.51666666666667,641.2833333333333
2020,1,2,16,1.6000000000000003,604.3666666666666,45.416666666666664,648.9166666666666
2020,1,2,17,0.9333333333333335,687.5666666666666,52.11666666666667,690.4333333333334
2020,1,2,18,1.0666666666666667,715.7666666666668,38.86666666666667,699.9333333333334
2020,1,2,19,1.1666666666666667,721.5833333333334,36.43333333333334,702.8166666666667
2020,1,2,20,0.8333333333333334,742.1333333333333,32.333333333333336,702.8166666666666
2020,1,2,21,0.75,715.9833333333332,36.199999999999996,699.2833333333333
2020,1,2,22,1.1,647.5999999999999,69.76666666666667,701.3499999999999
2020,1,2,23,0.9333333333333335,606.9000000000001,77.91666666666667,699.6
2020,1,2,24,0.8500000000000001,540.7166666666666,116.7,693.9666666666667
2020,1,2,25,0.8666666666666666,519.75,123.68333333333334,698.2833333333334
2020,1,2,26,0.6833333333333335,472.6333333333334,110.71666666666668,693.35
2020,1,2,27,1.2,458.34999999999997,70.63333333333334,693.7666666666668
2020,1,2,28,0.75,533.7666666666668,61.800000000000004,667.45
2020,1,2,29,0.9,624.15,109.21666666666665,684.5
2020,1,2,30,0.9166666666666666,613.5,218.29999999999998,697.1333333333333
2020,1,2,31,1.883333333333333,612.5833333333334,272.15000000000003,701.7166666666667
2020,1,2,32,1.7333333333333334,612.4833333333332,357.76666666666665,703.0166666666668
2020,1,2,33,1.95,527.3333333333334,503.40000000000003,703.65
2020,1,2,34,0.85,525.4166666666666,678.8666666666667,701.0
2020,1,2,35,0.9166666666666666,612.5500000000001,756.7666666666665,701.2666666666665
2020,1,2,36,1.1166666666666667,656.5833333333334,788.0666666666667,702.9000000000001
2020,1,2,37,1.5166666666666666,713.2333333333332,749.0666666666666,701.6166666666667
2020,1,2,38,5.583333333333333,704.4166666666666,678.6166666666667,700.8333333333334
2020,1,2,39,19.650000000000002,703.8333333333334,655.75,702.6833333333334
2020,1,2,40,10.816666666666668,670.0,589.05,698.65
2020,1,2,41,28.21666666666667,722.5833333333334,569.4666666666667,692.8166666666666
2020,1,2,42,63.70000000000001,689.7666666666668,624.65,687.8833333333333
2020,1,2,43,67.5,762.6666666666666,612.3166666666666,685.75
2020,1,2,44,80.61666666666666,758.9499999999999,576.35,672.9666666666667
2020,1,2,45,89.0,749.4499999999999,491.48333333333335,634.5
2020,1,2,46,51.166666666666664,742.2333333333332,446.70000000000005,608.75
2020,1,2,47,24.2,671.4333333333333,494.75000000000006,586.25
2020,1,2,48,41.11666666666667,664.65,420.84999999999997,637.0833333333334
2020,1,3,1,89.03333333333335,713.3666666666667,460.38333333333327,675.9833333333333
2020,1,3,2,93.88333333333333,719.6833333333334,759.3833333333333,665.5
2020,1,3,3,51.51666666666666,669.1833333333333,787.0,651.85
2020,1,3,4,40.95,650.7833333333334,681.5333333333333,652.3666666666667
2020,1,3,5,45.03333333333333,621.5166666666667,582.0666666666666,589.0666666666667
2020,1,3,6,62.31666666666666,601.85,352.81666666666666,579.5333333333333
2020,1,3,7,57.9,649.3000000000001,259.28333333333336,617.8333333333334
2020,1,3,8,58.25,610.0333333333334,153.51666666666668,601.4666666666667
2020,1,3,9,68.68333333333332,615.7833333333333,147.26666666666668,617.7833333333334
2020,1,3,10,87.08333333333333,638.6833333333333,421.2,623.7666666666667
2020,1,3,11,83.89999999999999,661.7333333333333,685.0166666666665,649.5333333333333
2020,1,3,12,82.2,593.2666666666665,693.2333333333332,673.75
2020,1,3,13,70.95,580.1666666666666,702.6833333333334,685.5666666666666
2020,1,3,14,69.63333333333333,594.8666666666667,748.3333333333334,682.2333333333335
2020,1,3,15,73.21666666666668,580.2166666666666,748.9,672.4833333333332
2020,1,3,16,75.43333333333334,546.8666666666667,665.4833333333333,648.3333333333334
2020,1,3,17,75.63333333333334,554.1166666666667,682.6166666666667,649.7666666666668
2020,1,3,18,77.35000000000001,575.5833333333334,633.2166666666667,659.6
2020,1,3,19,48.61666666666667,550.3000000000001,626.2333333333333,654.1333333333333
2020,1,3,20,65.43333333333334,544.7333333333333,549.6166666666667,662.0833333333334
2020,1,3,21,85.89999999999999,513.5833333333334,520.2166666666666,639.2
2020,1,3,22,57.099999999999994,466.68333333333334,536.9,654.4000000000001
2020,1,3,23,63.78333333333333,374.53333333333336,604.9333333333334,642.25
2020,1,3,24,59.29999999999999,318.6166666666666,595.0500000000001,615.5833333333334
2020,1,3,25,79.71666666666665,287.53333333333336,710.3833333333333,580.8000000000001
2020,1,3,26,80.45,331.8333333333333,730.7166666666667,581.6500000000001
2020,1,3,27,98.43333333333334,311.20000000000005,700.6833333333334,545.0333333333333
2020,1,3,28,66.13333333333334,282.5833333333333,726.4666666666666,558.5500000000001
2020,1,3,29,60.18333333333334,219.65,729.6833333333333,560.6833333333334
2020,1,3,30,70.01666666666668,195.93333333333337,656.4166666666666,587.1166666666667
2020,1,3,31,75.46666666666665,285.18333333333334,570.35,655.1999999999999
2020,1,3,32,52.166666666666664,352.55,541.1666666666666,680.65
2020,1,3,33,70.73333333333333,434.9166666666667,431.6666666666667,697.0166666666668
2020,1,3,34,73.23333333333333,470.2666666666667,340.2166666666667,700.2166666666667
2020,1,3,35,103.14999999999999,638.1666666666666,281.75,700.4499999999999
2020,1,3,36,79.3,656.2333333333333,289.40000000000003,698.8333333333334
2020,1,3,37,69.91666666666666,507.8500000000001,326.3833333333333,691.4000000000001
2020,1,3,38,61.81666666666666,384.26666666666665,277.76666666666665,690.5333333333333
2020,1,3,39,40.03333333333334,403.84999999999997,212.76666666666665,630.0666666666667
2020,1,3,40,28.683333333333334,352.79999999999995,181.3166666666667,490.95
2020,1,3,41,34.85,415.01666666666665,165.35,393.45
2020,1,3,42,28.916666666666668,321.00000000000006,145.15,279.31666666666666
2020,1,3,43,22.483333333333334,226.23333333333332,140.81666666666666,261.96666666666664
2020,1,3,44,24.46666666666667,76.38333333333334,121.51666666666667,262.98333333333335
2020,1,3,45,31.066666666666663,25.316666666666666,110.56666666666666,210.83333333333334
2020,1,3,46,21.983333333333334,10.733333333333333,119.93333333333332,166.70000000000002
2020,1,3,47,40.7,7.900000000000001,117.18333333333334,129.98333333333335
2020,1,3,48,25.166666666666668,6.75,101.35000000000001,87.64999999999999
2020,1,4,1,45.416666666666664,5.733333333333333,81.99999999999999,58.5
2020,1,4,2,18.78333333333333,5.25,55.583333333333336,39.93333333333333
2020,1,4,3,22.433333333333334,5.033333333333333,33.333333333333336,21.816666666666666
2020,1,4,4,25.38333333333333,5.316666666666667,27.116666666666664,13.616666666666667
2020,1,4,5,45.5,5.45,25.683333333333337,8.033333333333333
2020,1,4,6,58.96666666666667,5.016666666666667,36.43333333333334,5.066666666666666
2020,1,4,7,70.19999999999999,5.283333333333333,44.45000000000001,4.516666666666667
2020,1,4,8,84.63333333333334,5.3500000000000005,45.833333333333336,4.583333333333333
2020,1,4,9,113.28333333333332,5.933333333333334,41.63333333333333,7.0
2020,1,4,10,116.53333333333335,5.866666666666667,32.65,5.633333333333334
2020,1,4,11,105.86666666666666,8.683333333333334,27.916666666666668,4.183333333333334
2020,1,4,12,98.18333333333334,11.5,33.28333333333333,4.366666666666666
2020,1,4,13,93.86666666666666,6.383333333333334,43.099999999999994,5.116666666666666
2020,1,4,14,92.11666666666667,5.616666666666666,43.51666666666667,4.066666666666667
2020,1,4,15,103.28333333333335,5.550000000000001,33.5,4.916666666666666
2020,1,4,16,114.60000000000001,5.233333333333333,33.56666666666666,4.633333333333334
2020,1,4,17,124.56666666666666,4.416666666666666,39.61666666666667,4.666666666666667
2020,1,4,18,106.08333333333333,5.7,54.11666666666667,5.333333333333333
2020,1,4,19,110.46666666666665,17.716666666666665,103.85000000000001,10.25
2020,1,4,20,101.18333333333332,125.43333333333334,207.5,24.13333333333333
2020,1,4,21,99.58333333333333,191.10000000000002,303.25,60.56666666666666
2020,1,4,22,105.05000000000001,282.6166666666666,444.23333333333335,123.66666666666667
2020,1,4,23,97.16666666666667,321.8833333333334,463.3166666666666,211.10000000000002
2020,1,4,24,99.75,498.5333333333333,393.2833333333333,298.0833333333333
2020,1,4,25,126.28333333333332,573.0666666666666,420.1833333333334,507.0
2020,1,4,26,102.61666666666666,549.4,484.55,570.15
2020,1,4,27,74.49999999999999,572.9666666666667,494.2833333333333,546.0166666666667
2020,1,4,28,87.68333333333334,607.8666666666667,584.25,528.2166666666667
2020,1,4,29,104.40000000000002,605.1999999999999,563.7333333333333,511.4166666666667
2020,1,4,30,122.11666666666666,539.65,519.0166666666668,492.65000000000003
2020,1,4,31,135.46666666666667,435.3333333333333,603.5166666666667,496.36666666666673
2020,1,4,32,146.11666666666665,448.16666666666674,684.1166666666667,470.25
2020,1,4,33,147.33333333333334,488.18333333333334,692.6333333333333,477.38333333333327
2020,1,4,34,147.29999999999998,512.8166666666667,667.5666666666667,457.65000000000003
2020,1,4,35,147.28333333333333,527.3666666666667,620.55,405.90000000000003
2020,1,4,36,147.29999999999998,432.4666666666667,598.8833333333333,400.2166666666667
2020,1,4,37,147.18333333333337,427.06666666666666,645.5166666666668,388.21666666666664
2020,1,4,38,147.35000000000002,478.0,664.7333333333332,356.88333333333327
2020,1,4,39,147.20000000000002,568.2333333333332,712.8666666666667,404.34999999999997
2020,1,4,40,147.51666666666665,702.5333333333333,772.9333333333334,492.6000000000001
2020,1,4,41,144.63333333333335,759.0333333333333,814.2166666666667,594.9833333333332
2020,1,4,42,144.13333333333333,779.2666666666665,818.0500000000001,680.5166666666668
2020,1,4,43,145.6833333333333,786.0166666666668,821.8000000000001,700.8166666666667
2020,1,4,44,145.95000000000002,781.1833333333334,834.7833333333333,651.1999999999999
2020,1,4,45,145.79999999999998,782.6333333333333,831.2333333333332,316.68333333333334
2020,1,4,46,146.53333333333333,785.8166666666666,829.6166666666667,327.6166666666667
2020,1,4,47,145.85000000000002,784.5333333333333,833.6166666666667,322.6666666666667
2020,1,4,48,146.18333333333337,784.4166666666666,832.1833333333333,314.2166666666667
2020,1,5,1,145.4333333333333,785.0166666666668,834.3166666666666,334.1666666666667
2020,1,5,2,146.8166666666667,785.3499999999999,834.1833333333333,339.34999999999997
2020,1,5,3,146.61666666666665,785.5833333333334,832.3333333333334,339.6666666666667
2020,1,5,4,146.54999999999998,783.6166666666667,832.2666666666668,338.74999999999994
2020,1,5,5,145.83333333333334,785.5333333333333,831.2333333333332,339.1666666666667
2020,1,5,6,145.48333333333332,786.5666666666666,831.9333333333334,342.1666666666667
2020,1,5,7,145.96666666666667,782.5333333333334,831.4,376.3666666666666
2020,1,5,8,146.78333333333333,785.6,829.75,505.1666666666667
2020,1,5,9,146.24999999999997,779.0666666666666,826.6,602.6833333333333
2020,1,5,10,145.5,780.35,819.65,675.8833333333333
2020,1,5,11,145.91666666666666,776.5,823.9833333333332,700.2333333333335
2020,1,5,12,146.51666666666668,786.6166666666664,827.3000000000002,703.0833333333334
2020,1,5,13,146.35,786.1999999999999,824.0833333333335,701.0500000000001
2020,1,5,14,145.36666666666667,780.3666666666667,774.2666666666668,699.5666666666666
2020,1,5,15,144.98333333333335,780.8166666666666,748.8333333333334,702.6666666666666
2020,1,5,16,145.24999999999997,783.9499999999999,775.5666666666666,702.9666666666667
2020,1,5,17,145.11666666666667,784.5833333333334,754.6,702.4499999999999
2020,1,5,18,143.73333333333335,787.3333333333334,741.8000000000001,700.0666666666667
2020,1,5,19,144.38333333333333,787.8666666666667,684.3833333333333,700.65
2020,1,5,20,144.6,786.0166666666668,616.8333333333334,704.2166666666667
2020,1,5,21,144.36666666666667,783.1999999999999,576.1999999999999,703.5
2020,1,5,22,143.65,782.15,557.2,696.4666666666667
2020,1,5,23,142.85,776.4166666666666,562.1999999999999,699.15
2020,1,5,24,136.36666666666665,779.5333333333333,598.8333333333333,699.9
2020,1,5,25,134.71666666666667,776.3333333333334,556.1666666666666,697.3000000000001
2020,1,5,26,138.65,771.4333333333333,598.9166666666666,696.1333333333333
2020,1,5,27,139.73333333333335,752.3166666666667,668.1333333333333,690.4166666666666
2020,1,5,28,141.11666666666665,739.9166666666666,680.4666666666667,670.2833333333333
2020,1,5,29,144.21666666666667,739.8166666666667,743.4833333333335,645.4166666666666
2020,1,5,30,146.13333333333333,740.2833333333333,777.7333333333335,635.9333333333334
2020,1,5,31,145.18333333333334,755.4666666666667,783.2333333333332,648.8
2020,1,5,32,145.11666666666667,758.0499999999998,793.2333333333335,664.85
2020,1,5,33,146.45000000000002,770.7166666666667,752.3499999999999,671.85
2020,1,5,34,146.08333333333334,768.2166666666666,709.1166666666667,685.0
2020,1,5,35,145.04999999999998,771.0833333333334,793.6833333333334,693.0500000000001
2020,1,5,36,146.13333333333333,770.1333333333333,731.4500000000002,701.1833333333334
2020,1,5,37,146.03333333333333,762.7333333333332,642.0,700.9000000000001
2020,1,5,38,145.31666666666666,762.8000000000001,653.2666666666668,701.1666666666666
2020,1,5,39,145.61666666666667,765.1,594.1,699.4666666666666
2020,1,5,40,145.33333333333334,772.3000000000001,527.75,699.1666666666666
2020,1,5,41,143.96666666666667,776.2500000000001,441.95,696.5833333333334
2020,1,5,42,145.95000000000002,770.8499999999999,373.75,698.8000000000001
2020,1,5,43,146.28333333333333,770.0666666666666,482.59999999999997,699.8000000000002
2020,1,5,44,145.53333333333333,733.5500000000001,560.5,696.1666666666666
2020,1,5,45,144.43333333333334,691.9833333333332,619.1833333333333,685.6666666666666
2020,1,5,46,138.6,690.2333333333335,650.5333333333334,633.3166666666666
2020,1,5,47,140.16666666666666,667.9833333333333,624.4833333333333,511.53333333333336
2020,1,5,48,138.13333333333333,618.2666666666667,643.65,400.45000000000005
2020,1,6,1,132.45000000000002,607.9666666666667,643.4333333333334,345.3
2020,1,6,2,135.48333333333332,506.25000000000006,648.0833333333334,416.05
2020,1,6,3,138.53333333333333,518.8166666666666,595.05,507.1833333333332
2020,1,6,4,127.53333333333332,611.3166666666667,617.6333333333333,498.8833333333334
2020,1,6,5,132.98333333333335,669.4666666666667,688.7833333333333,456.88333333333327
2020,1,6,6,139.6,615.6166666666667,779.8166666666666,400.3333333333333
2020,1,6,7,138.20000000000002,587.1333333333333,740.9833333333335,346.8333333333333
2020,1,6,8,134.01666666666665,598.1,695.7833333333333,335.28333333333336
2020,1,6,9,134.1833333333333,528.6333333333333,673.7833333333333,360.3333333333333
2020,1,6,10,133.11666666666665,481.8333333333333,665.8833333333333,278.59999999999997
2020,1,6,11,133.53333333333333,514.0666666666667,682.7166666666666,225.76666666666665
2020,1,6,12,130.83333333333334,531.6333333333333,761.9166666666666,159.1
2020,1,6,13,125.43333333333334,606.8666666666667,761.4333333333333,198.6833333333333
2020,1,6,14,129.73333333333332,720.4166666666666,732.5833333333334,282.0166666666667
2020,1,6,15,140.25,702.5666666666666,748.6833333333334,404.93333333333334
2020,1,6,16,143.29999999999998,723.4666666666667,759.2666666666668,524.2166666666667
2020,1,6,17,144.13333333333333,754.3000000000001,765.1,579.0333333333333
2020,1,6,18,145.11666666666665,759.9166666666666,768.1833333333334,633.0
2020,1,6,19,145.01666666666668,768.2333333333332,739.1166666666667,668.0999999999999
2020,1,6,20,143.11666666666667,760.3833333333333,713.7666666666668,679.5999999999999
2020,1,6,21,141.18333333333334,728.3166666666667,718.5166666666668,668.7666666666667
2020,1,6,22,142.89999999999998,711.85,686.2833333333334,636.5
2020,1,6,23,137.35,696.0333333333333,661.5,612.1833333333333
2020,1,6,24,124.85000000000001,667.5666666666667,646.8833333333333,593.7
2020,1,6,25,111.7,648.5666666666667,624.9,556.5666666666666
2020,1,6,26,105.10000000000001,641.1333333333333,590.5833333333334,541.0333333333333
2020,1,6,27,103.13333333333333,635.0333333333334,583.9499999999999,467.4166666666667
2020,1,6,28,128.73333333333332,668.1,525.9166666666666,420.5833333333333
2020,1,6,29,140.1,684.0666666666666,500.3833333333334,410.5833333333333
2020,1,6,30,143.33333333333334,659.6,541.3166666666667,448.6666666666667
2020,1,6,31,139.25,618.1833333333334,596.2166666666667,450.75
2020,1,6,32,136.06666666666663,653.35,569.2333333333332,418.5
2020,1,6,33,131.13333333333333,645.9,643.2666666666667,356.26666666666665
2020,1,6,34,121.94999999999999,652.6666666666666,655.1333333333333,332.1666666666667
2020,1,6,35,116.28333333333332,660.9333333333334,629.6666666666666,313.9166666666667
2020,1,6,36,115.15000000000002,637.9166666666666,575.3666666666667,354.75
2020,1,6,37,135.13333333333333,635.9833333333333,545.7333333333333,406.28333333333336
2020,1,6,38,138.25,648.2666666666667,511.3333333333333,431.61666666666673
2020,1,6,39,136.1833333333333,644.0333333333332,540.5333333333333,482.26666666666665
2020,1,6,40,124.13333333333333,679.7833333333333,616.1833333333334,536.5333333333333
2020,1,6,41,123.11666666666667,689.2166666666667,681.4499999999999,609.3
2020,1,6,42,139.65,709.4166666666666,738.2666666666665,662.9666666666667
2020,1,6,43,144.56666666666666,738.1333333333333,805.3666666666667,689.6666666666666
2020,1,6,44,145.51666666666665,761.9499999999999,829.6166666666667,697.3666666666667
2020,1,6,45,145.0,780.8333333333334,820.7333333333335,702.6166666666668
2020,1,6,46,145.31666666666666,787.1999999999999,799.4166666666665,702.5833333333334
2020,1,6,47,145.75,788.1833333333334,792.3166666666667,702.5666666666667
2020,1,6,48,146.61666666666667,784.4333333333334,811.75,702.8333333333334
2020,1,7,1,145.6833333333333,784.8166666666666,834.8166666666667,697.6666666666666
2020,1,7,2,145.9,785.1,833.9666666666667,699.9
2020,1,7,3,146.35,785.15,836.1166666666668,702.4333333333334
2020,1,7,4,145.54999999999998,787.3666666666667,832.2833333333333,701.6333333333333
2020,1,7,5,146.71666666666667,785.6166666666667,832.65,700.4833333333332
2020,1,7,6,145.3166666666667,789.0166666666665,833.6999999999998,698.9833333333332
2020,1,7,7,145.2833333333333,785.9666666666667,833.8166666666667,701.1333333333332
2020,1,7,8,143.54999999999998,784.25,831.85,701.9666666666667
2020,1,7,9,141.45000000000002,783.9833333333332,830.1333333333333,700.2833333333333
2020,1,7,10,143.24999999999997,786.25,834.5333333333334,699.4000000000001
2020,1,7,11,144.53333333333333,786.4166666666666,831.0500000000001,702.7333333333335
2020,1,7,12,144.98333333333332,783.1999999999999,831.9499999999999,703.1166666666667
2020,1,7,13,144.05,787.6666666666666,827.2833333333333,701.8833333333332
2020,1,7,14,141.04999999999998,785.8000000000001,779.1333333333332,701.5
2020,1,7,15,141.76666666666665,780.7166666666666,734.1166666666667,701.75
2020,1,7,16,143.51666666666665,786.6833333333334,618.85,699.25
2020,1,7,17,139.65,781.9499999999999,486.90000000000003,702.4000000000001
2020,1,7,18,136.1166666666667,785.3666666666667,577.2833333333334,699.85
2020,1,7,19,126.73333333333333,784.7166666666667,678.8833333333333,702.8666666666667
2020,1,7,20,128.43333333333334,778.5999999999999,684.5166666666665,703.3000000000001
2020,1,7,21,138.25,749.3000000000001,689.6,703.6999999999999
2020,1,7,22,140.6833333333333,740.5833333333334,733.4833333333332,701.65
2020,1,7,23,145.91666666666666,730.0500000000001,726.4499999999999,698.9666666666667
2020,1,7,24,145.78333333333333,745.8666666666668,723.7333333333332,701.4499999999999
2020,1,7,25,145.73333333333335,758.9666666666667,725.6833333333334,697.9499999999999
2020,1,7,26,145.43333333333334,765.4,731.8333333333334,699.9666666666666
2020,1,7,27,144.23333333333335,773.85,729.35,702.0500000000001
2020,1,7,28,144.85,774.1999999999999,744.0166666666668,701.4333333333334
2020,1,7,29,142.81666666666666,757.4333333333333,745.6500000000001,683.2999999999998
2020,1,7,30,142.75,734.6666666666666,749.8000000000001,655.5666666666667
2020,1,7,31,142.16666666666666,710.9166666666666,754.6999999999999,628.2666666666667
2020,1,7,32,142.11666666666667,688.0333333333334,761.5499999999998,602.1999999999999
2020,1,7,33,142.4333333333333,664.05,766.7333333333332,575.35
2020,1,7,34,143.28333333333333,641.7666666666668,771.5,548.15
2020,1,7,35,145.06666666666666,617.6166666666667,776.9166666666666,523.35
2020,1,7,36,144.1,613.0,783.1333333333333,553.4333333333333
2020,1,7,37,144.01666666666668,735.9499999999999,797.3666666666667,526.0333333333333
2020,1,7,38,142.2,761.1833333333334,797.3499999999999,672.9
2020,1,7,39,140.33333333333334,539.3333333333333,792.5166666666668,501.3
2020,1,7,40,142.10000000000002,504.28333333333336,804.7333333333332,385.90000000000003
2020,1,7,41,143.0666666666667,489.8666666666666,809.6166666666667,369.71666666666664
2020,1,7,42,142.46666666666667,682.5333333333333,813.4499999999999,605.5500000000001
2020,1,7,43,146.91666666666666,751.7000000000002,816.0999999999999,697.5
2020,1,7,44,146.06666666666666,739.5166666666668,800.8000000000001,698.0333333333333
2020,1,7,45,145.4,747.3000000000001,740.3000000000001,696.8166666666667
2020,1,7,46,146.16666666666669,771.2833333333333,637.0166666666668,697.3333333333334
2020,1,7,47,146.25,780.6166666666668,569.15,699.5500000000001
2020,1,7,48,144.95000000000002,785.7166666666667,520.4999999999999,701.65
2020,1,8,1,140.9,784.1166666666667,391.6666666666667,700.9499999999999
2020,1,8,2,102.61666666666666,788.6833333333334,329.23333333333335,703.1166666666667
2020,1,8,3,66.93333333333334,782.5166666666668,357.76666666666665,701.65
2020,1,8,4,75.48333333333335,770.0500000000001,589.1166666666667,702.6666666666669
2020,1,8,5,93.0,743.15,632.9666666666666,698.8833333333333
2020,1,8,6,118.46666666666665,717.8166666666666,760.6833333333333,695.6
2020,1,8,7,107.25,705.1833333333334,809.9333333333333,682.6500000000001
2020,1,8,8,140.66666666666666,637.8333333333334,833.0166666666668,681.1
2020,1,8,9,144.38333333333333,581.1666666666666,832.4500000000002,673.1999999999999
2020,1,8,10,146.01666666666668,654.2666666666667,830.0666666666667,678.1
2020,1,8,11,146.45000000000002,744.4166666666666,833.1833333333334,697.7833333333334
2020,1,8,12,145.65,781.6999999999999,831.15,700.8666666666667
2020,1,8,13,146.53333333333333,786.8166666666667,833.1166666666667,701.0999999999999
2020,1,8,14,145.5666666666667,783.8166666666666,832.5333333333333,702.0833333333334
2020,1,8,15,146.68333333333334,784.9666666666667,828.9,675.6333333333334
2020,1,8,16,146.28333333333333,783.3000000000001,832.1166666666668,583.1666666666666
2020,1,8,17,144.6,786.4666666666666,831.4166666666666,562.0666666666667
2020,1,8,18,145.05,784.7833333333333,834.3833333333333,616.1
2020,1,8,19,146.20000000000002,785.7333333333332,832.5833333333335,618.0833333333334
2020,1,8,20,145.08333333333334,782.0333333333333,827.7166666666667,657.6166666666668
2020,1,8,21,146.14999999999998,785.9,833.6666666666669,701.6166666666668
2020,1,8,22,147.06666666666663,781.5333333333334,831.75,702.85
2020,1,8,23,145.5,786.6666666666666,834.35,701.8166666666667
2020,1,8,24,145.4,786.0499999999998,833.4166666666666,703.75
2020,1,8,25,145.75000000000003,783.5666666666667,831.6833333333333,702.6666666666666
2020,1,8,26,146.54999999999998,786.6833333333334,831.7666666666665,702.3333333333334
