,ww1,ww2,ww3,ww4,ww5,ww6,ww7,ww8,ww9,ww10,ww11,ww12,ww13,ww14,ww15,ww16,ww17,ww18,ww19,ww20,ww21,ww22,ww23,ww24,ww25,ww26,ww27,ww28,ww29,ww30,ww31,ww32,ww33,ww34,ww35,ww36,ww37,ww38,ww39,ww40,ww41,ww42,ww43,ww44,ww45,ww46,ww47,ww48,dd1,dd2,dd3,dd4,dd5,dd6,dd7,dd8,dd9,dd10,dd11,dd12,dd13,dd14,dd15,dd16,dd17,dd18,dd19,dd20,dd21,dd22,dd23,dd24,dd25,dd26,dd27,dd28,dd29,dd30,dd31,dd32,dd33,dd34,dd35,dd36,dd37,dd38,dd39,dd40,dd41,dd42,dd43,dd44,dd45,dd46,dd47,dd48
d42,106.57083333333334,89.675,76.28333333333333,64.5625,53.516666666666666,46.074999999999996,42.391666666666666,52.733333333333334,62.170833333333334,59.8875,55.47916666666666,56.266666666666666,64.00833333333333,77.31666666666666,88.74583333333334,98.82916666666667,112.65833333333333,92.92083333333333,88.775,97.84583333333335,85.81250000000001,71.70833333333333,61.82916666666665,57.379166666666656,52.875,44.141666666666666,40.14583333333334,37.225,34.8875,31.4875,28.408333333333335,28.37499999999999,28.00416666666667,25.94166666666667,27.741666666666667,37.74166666666666,53.3625,67.14166666666667,74.77916666666667,80.375,79.13333333333331,81.30000000000003,101.29583333333333,116.74999999999997,134.95416666666668,151.56666666666666,167.05416666666667,168.50416666666666,1027.5957929722224,1012.0427212388889,1005.2379487777777,995.5917769166667,990.8294632444444,988.2003781833333,993.8948002888889,1004.1374656777776,1021.5441321,1055.9647363888887,1112.7945922222223,1173.2932298888888,1232.9695845555555,1252.1254206666665,1246.594501222222,1235.4219677777778,1257.1883716111113,1259.0177762777778,1275.2835802222223,1277.3669712222224,1279.5031722222222,1281.4044333333334,1283.713194388889,1280.103872611111,1279.3606095,1275.4635870000002,1274.7914046666667,1270.422149,1268.3757264444444,1264.6938975,1250.5779561111112,1255.1842808333333,1241.9561701111113,1262.2072034999999,1321.0116225000002,1358.3936026666668,1397.2745142777778,1425.8329235555557,1389.4985204444445,1359.4261661666667,1337.180111111111,1308.743966,1261.1277045555555,1217.0611438388892,1162.265843322222,1117.8622236333333,1085.7719754500001,1051.4449050277778
d43,178.84166666666667,187.13750000000002,194.40833333333333,201.47916666666666,214.65416666666667,224.18749999999994,226.74583333333334,232.225,233.98333333333332,238.7583333333334,230.7625,226.50416666666666,221.49166666666673,218.5166666666667,216.40416666666664,226.7166666666666,221.45833333333337,211.92083333333332,208.83333333333337,217.54166666666666,222.5125,218.15000000000003,217.77499999999998,218.20833333333337,221.60416666666663,218.51250000000002,205.31666666666666,198.125,189.34166666666673,175.0875,160.49583333333334,149.0208333333333,138.22916666666666,128.2625,117.94166666666668,110.77916666666667,106.25,102.13750000000002,98.3375,91.21666666666665,83.74166666666666,71.10000000000001,66.49583333333332,58.00833333333335,60.533333333333346,111.76666666666667,132.13333333333338,145.36249999999998,1028.0008363388888,1007.4354409944444,999.7972590777778,991.0039201222222,986.6120819944445,982.7650963666669,985.7492818999999,991.2998477833335,1008.6904638055554,1043.5281148055556,1094.4341028888891,1145.3279304999999,1185.995447666667,1212.175969611111,1215.3849015555556,1200.436593277778,1227.1847332222223,1230.7287283888888,1242.3321159999998,1244.4916076666668,1254.0363662222223,1256.0018310000003,1261.4666809444445,1260.680682,1255.871293555556,1255.7354232222222,1258.5826889444445,1256.5573510000002,1248.2719900000002,1246.1591083888886,1240.393677888889,1228.3147256666666,1214.571042111111,1243.2557931111112,1323.717064166667,1377.1074040555557,1418.9735965555556,1463.6891692222223,1438.7110619444445,1409.0623790555555,1382.0044351666666,1350.6913692777778,1300.487085611111,1255.9159970333333,1197.2863630833333,1150.5975390444446,1112.6300880444444,1082.122293838889
d44,174.64166666666665,192.65416666666667,194.7458333333334,218.25833333333338,246.95833333333334,258.4625,263.43749999999994,249.47916666666669,223.37500000000003,165.075,132.4125,119.31666666666666,103.525,96.74166666666667,96.89166666666667,104.25416666666666,100.53333333333335,98.07083333333334,99.55000000000001,97.79583333333332,87.30416666666667,87.35416666666667,101.86250000000001,105.00833333333334,104.16666666666667,123.35416666666667,157.1,192.18333333333334,224.8208333333333,233.0625,242.49999999999997,236.72083333333333,233.27083333333331,245.7375,262.5291666666667,315.4541666666666,367.2166666666666,409.66666666666663,423.85,421.02500000000003,407.82916666666665,401.03749999999997,398.1958333333334,397.55,406.91666666666674,411.0541666666667,414.6291666666666,425.2625,1059.8041041944446,1038.2799342166666,1029.8482994111112,1022.2008191222221,1017.3239206888887,1015.7847321833334,1019.8498154888888,1031.1694408722224,1054.076331038889,1096.5127203666664,1159.9783818333333,1220.9709977777777,1278.9831446111111,1303.4718608888886,1297.008228388889,1283.119912277778,1293.513346,1290.4147198888888,1304.6707430555555,1298.6225878333335,1295.900208888889,1285.8005978333333,1289.202963388889,1284.849703277778,1275.4372399444444,1267.3426442222224,1263.301530827778,1256.927408433333,1245.5283326,1240.5895879166667,1241.3557349333332,1240.660607,1245.2304025,1278.9354457777779,1355.1479554999999,1412.2164004999997,1460.1769147777777,1494.1956319444446,1466.9171771666668,1441.3017968333334,1423.7649492222224,1392.5151465,1336.2035957777778,1289.5438053722223,1232.1961541,1188.0093605,1143.9330329277775,1116.1000553944446
d45,438.9291666666667,453.8583333333333,468.84166666666664,475.29583333333335,480.6749999999999,481.6458333333334,481.28333333333325,480.91249999999997,481.6791666666666,473.48749999999995,474.27500000000003,470.8833333333333,469.1041666666667,462.65,451.525,443.74166666666673,425.90000000000003,415.9791666666667,412.1583333333334,405.38750000000005,398.3958333333333,388.58750000000003,381.5458333333333,374.725,366.0041666666666,357.825,346.16249999999997,340.4375,329.9666666666667,316.47916666666663,307.4125,293.275,280.1708333333333,292.8375,304.6666666666667,302.4958333333333,296.43333333333334,279.9041666666667,270.37916666666666,256.2125,251.95,241.10416666666666,241.64999999999998,240.58333333333331,238.66249999999997,242.94583333333333,240.85833333333335,236.66666666666669,1079.3071426333333,1052.3768357888887,1044.1540530555556,1036.0296244166668,1032.0540135444446,1027.4074094888888,1027.0212279444443,1038.9730862611111,1058.1872869222223,1096.4132948833333,1149.1813403333333,1208.6002445000001,1268.0248397777777,1299.4046826666665,1306.0281288333333,1295.2623367222222,1310.6998186666667,1313.139232888889,1319.5939955555557,1315.6796429444444,1311.0459882222221,1299.1454507777778,1292.219898611111,1281.7147713333334,1273.1101491111112,1267.275862888889,1259.1197876666668,1252.7732637777779,1242.1205461666666,1239.5906887777776,1235.133988611111,1236.673468611111,1247.436529111111,1278.341375611111,1341.6474509444445,1379.6385791111109,1409.2900451666665,1446.0267223333333,1417.4982262222222,1385.012351,1369.8921391111114,1350.412765277778,1316.4218975,1281.3450434444442,1230.6045405444445,1193.8129569666667,1158.5106672111112,1123.1462291444445
d46,233.1583333333333,225.87916666666672,222.50416666666663,216.9583333333334,208.79166666666669,202.75416666666672,194.80833333333334,186.24166666666667,179.62499999999997,177.82500000000002,171.4208333333333,161.14166666666665,159.95833333333337,152.825,147.68750000000003,139.775,137.75833333333333,137.57083333333333,123.37916666666669,110.75416666666666,104.92500000000001,101.99583333333337,93.98333333333333,84.15416666666667,82.82916666666667,90.95833333333333,87.92083333333332,70.775,89.71666666666665,101.32083333333334,126.62916666666666,159.66249999999997,184.85,210.79583333333335,233.76250000000002,253.30416666666665,265.5083333333333,278.8541666666667,270.725,261.10833333333335,284.2333333333333,303.2083333333333,285.60833333333335,267.29583333333335,255.42499999999998,243.42083333333335,228.50416666666666,216.9833333333333,1094.461445611111,1069.5087723999998,1058.481550088889,1050.4568335499998,1044.4911823833334,1037.4894696444446,1040.4286282444443,1043.7482561277777,1051.2403719055555,1069.357597388889,1095.301997222222,1118.0440478333333,1133.8370137222225,1148.8666017222224,1157.7170908333335,1158.4987183333333,1177.2938530000001,1198.970502388889,1208.3330120555556,1210.761862,1208.4639317777778,1200.200652611111,1193.1396166388888,1179.788942661111,1167.4111136333331,1155.2025348444447,1143.5523725944445,1132.321304888889,1123.4434542388888,1116.0521924555558,1113.3420936277778,1112.0014531444442,1116.6223167944445,1154.1206976444444,1229.4200838333334,1287.1287955,1332.104618722222,1363.9079001666666,1343.297146388889,1314.6993955555556,1300.5628700555555,1284.6026321666666,1258.1546271666666,1232.2219197222223,1196.3649220555556,1162.2906359444444,1135.8643166722222,1110.9306799777776
d47,184.57916666666665,205.3083333333333,187.03750000000005,172.55416666666667,134.77083333333334,86.67916666666666,61.24999999999999,41.095833333333346,40.204166666666666,53.900000000000006,66.24166666666666,38.62083333333333,31.9375,67.72083333333333,75.91250000000001,96.19583333333333,49.84583333333334,66.425,147.97916666666669,98.16666666666667,59.37083333333332,60.25833333333333,59.7,56.07083333333333,151.81250000000003,84.52499999999999,72.125,63.24583333333333,38.045833333333334,15.020833333333336,14.649999999999999,29.65416666666666,39.425,34.52083333333333,31.704166666666666,47.1875,103.28333333333333,224.67083333333335,283.27916666666664,222.55,176.0208333333333,198.325,172.12916666666666,217.875,228.69583333333335,179.18333333333328,43.06249999999999,14.633333333333333,1087.3181450333334,1064.2203062,1051.5215588277779,1041.9734642,1035.8319287000002,1028.6355425000002,1027.4216796,1026.215719188889,1033.1723923055558,1042.2832490722224,1059.6864812666665,1075.8171289999998,1092.298472611111,1097.7105008888886,1101.247386722222,1099.9671354444445,1119.180418777778,1131.9632154444444,1138.4312058333333,1144.2869145555558,1149.0169978722222,1144.5471441555555,1143.8409524888887,1135.2861719777777,1124.4990069000003,1113.3220998,1108.0703489277778,1099.3935487944445,1093.3241457166666,1089.1931871722222,1086.764859838889,1087.6127766277777,1096.1594810222223,1128.7156095166665,1195.7684621666665,1253.7802288333335,1307.6214706666667,1352.3242540555557,1333.4215215555555,1315.1972302777776,1308.0105174999999,1289.9384104444443,1258.8904081666667,1230.5172153833335,1195.9146517888887,1164.1435027500002,1133.356698288889,1102.3641186555556
d48,14.387500000000003,12.6875,11.258333333333333,9.904166666666665,14.416666666666666,12.666666666666666,23.974999999999998,37.449999999999996,44.38333333333333,61.474999999999994,86.8375,78.1375,51.733333333333334,52.81666666666667,67.44583333333335,79.35,109.17916666666666,137.95416666666668,127.8125,96.19583333333334,99.42083333333332,95.7125,102.59166666666667,88.47083333333333,133.475,111.9625,96.45000000000002,95.22916666666666,78.975,64.275,47.225,33.20833333333333,15.075,7.720833333333333,11.120833333333332,23.816666666666666,35.4125,34.1125,48.8625,72.92083333333333,99.72083333333333,96.07916666666668,101.4625,94.25,72.47500000000001,67.98333333333333,29.72916666666667,11.962499999999999,1082.492553638889,1061.9036626333334,1051.7157520555556,1047.7201447611112,1044.8655789722222,1041.623261972222,1045.4999361888888,1055.7760549055556,1079.10202045,1111.435268,1157.1594949444443,1193.0973848333333,1221.4902632777778,1241.5751814444445,1248.8587423333336,1245.5683320555554,1264.3878589444444,1265.5144870555553,1275.0411864999999,1268.867750333333,1267.4013674444445,1259.9844799444443,1251.4173020555556,1240.736676166667,1232.128546111111,1220.6894290666667,1211.5201139555556,1208.4501356055555,1203.5450726944446,1194.131249561111,1190.3300406722221,1189.6154726388888,1193.0197311111112,1223.3567857777778,1290.005508388889,1346.026755388889,1418.843749333333,1475.380881,1448.249713111111,1420.012653,1408.6631187777778,1384.3485043333333,1333.0561695,1288.1517678166665,1229.747246561111,1187.904189561111,1145.5348881222224,1111.306222388889
d49,6.370833333333334,6.262499999999999,23.416666666666664,71.37083333333334,162.07500000000002,146.54583333333332,195.9375,280.89166666666665,365.01250000000005,439.575,437.5833333333333,397.4458333333333,411.8583333333333,432.3208333333333,462.1208333333334,518.7416666666668,578.4875,574.9916666666667,544.175,563.1916666666667,576.8666666666668,595.1,583.1458333333334,536.5958333333333,492.79166666666663,446.42499999999995,394.8791666666667,381.33333333333337,379.4375,384.2791666666667,388.69583333333327,391.1,398.875,407.79999999999995,410.3791666666666,417.02083333333337,423.04999999999995,427.5249999999999,429.57500000000005,432.9125,433.7583333333333,435.8791666666666,435.8916666666667,438.9291666666667,445.4124999999999,427.82916666666665,403.7083333333333,394.9041666666667,1087.9318643055556,1069.120186211111,1059.7435704888887,1054.218070861111,1053.147487972222,1055.4099728777778,1059.3150779,1076.9419264444443,1103.174126333333,1154.0755931111112,1225.9337888333332,1293.4307325,1353.130977,1377.4822511666669,1371.5587193333333,1339.2667315555555,1343.7671976111112,1330.8894725,1335.1554250555555,1326.3592576666667,1321.1212238333335,1309.9991390000002,1305.9560525555555,1292.922693,1284.7176607222225,1277.9741142222222,1271.7884461666667,1263.1386210500002,1254.4797705888889,1248.3092754333336,1244.0885886944443,1238.5328694444445,1237.5371159444446,1268.4021308333333,1335.9357229444447,1395.544329722222,1471.4729685,1529.3873320555556,1502.2602745555557,1473.8349180555554,1455.404166277778,1423.6595550000002,1358.6895467777779,1307.4757393888892,1250.6195101055555,1206.3443693888887,1160.5172298611112,1124.8854264444444
d50,424.48333333333323,463.375,474.48333333333335,492.6833333333334,495.97916666666674,464.52916666666664,439.6625,462.45416666666665,512.6208333333334,544.3458333333333,560.3208333333334,579.7875,599.1583333333334,605.5791666666667,605.6833333333334,602.6416666666667,593.6958333333333,584.2249999999999,578.125,569.4166666666666,547.6208333333334,519.1916666666667,493.79583333333335,475.35416666666674,462.32499999999993,457.5583333333333,472.7583333333333,477.8833333333333,471.8791666666666,475.25,482.225,491.7875000000001,498.88750000000005,501.2458333333333,498.35833333333335,490.6333333333333,471.5041666666666,471.10833333333323,457.9291666666667,427.85416666666663,396.15833333333336,385.20416666666665,373.12083333333334,362.0208333333333,351.3208333333334,352.68333333333334,347.3166666666666,348.9583333333333,1098.3153901444446,1080.1575748055554,1070.6090313,1061.6940625833333,1057.0816968888887,1055.6968214555554,1063.4839454944442,1079.6481211666667,1104.3574810000002,1154.5472195555556,1226.5400249444444,1293.8171772222222,1352.1920213333333,1373.9776735000003,1363.1236775555556,1330.4225731666668,1333.5238284444447,1318.2660111666667,1312.9600058333333,1303.4196198333332,1304.0350026666665,1293.5500537222224,1284.2939670555554,1278.3343550555558,1273.3989547222225,1269.253342611111,1264.0670656944444,1257.5763761833334,1250.2248342555556,1243.9887375833334,1240.0895715666666,1236.1919761944446,1232.9585035500002,1255.856070277778,1308.0665902777775,1358.7757203888889,1426.2321320000003,1478.987496111111,1452.5987521666668,1420.9227645000003,1399.772623111111,1372.9403923888888,1322.847616611111,1277.9552655999998,1220.0919059722223,1173.7105231833332,1131.9266809222222,1099.4387789444445
d51,356.51249999999993,401.6,434.79166666666663,449.51666666666654,463.4291666666667,497.87499999999994,512.9208333333333,533.5833333333334,562.3041666666667,576.8375,572.3291666666667,567.9291666666668,568.4791666666666,571.3583333333335,578.4958333333334,581.9875,582.4708333333333,586.1708333333333,598.35,604.9208333333332,608.3291666666667,607.1458333333334,607.7291666666666,607.2749999999999,605.3583333333333,605.9458333333332,604.325,603.7041666666667,609.3583333333333,611.1083333333332,615.4541666666667,613.2,613.5041666666667,614.4999999999999,610.3583333333333,608.7,612.05,613.925,613.6250000000001,615.5708333333332,615.6333333333333,615.3625000000001,615.8249999999999,615.5625000000001,615.0,615.4791666666667,616.4583333333334,616.8666666666668,1075.4612774444445,1059.2006140388892,1052.1719346722223,1045.2560684722223,1043.573963461111,1042.1889418055555,1046.904216711111,1059.7076912111113,1085.9254922777777,1138.0563773333333,1205.606103777778,1268.840574111111,1320.0446135000002,1340.2977706111112,1329.107636111111,1298.2230091666668,1305.519300388889,1298.0087766666666,1301.6516209444444,1292.6249978333333,1292.3701844999998,1284.9745279444444,1285.5752223888887,1277.3776162222223,1274.782971722222,1273.2332925,1273.6091297777778,1269.6948792555554,1264.17603915,1259.624058511111,1255.2064410055555,1251.5060407222222,1246.1525879500002,1262.40073,1301.0215287222222,1346.4141945,1398.9644206666665,1444.286499111111,1419.1258766666663,1387.2443983333335,1363.274378,1339.0292395,1290.1702564999998,1245.850006788889,1191.1558444999998,1148.1920751444443,1108.7616193722222,1078.4158154444444
d52,616.9666666666667,615.5624999999999,614.9416666666667,616.9708333333334,614.9250000000002,612.9583333333333,607.3791666666666,597.2708333333334,582.0375,567.0374999999999,549.8666666666667,509.5374999999999,437.9208333333334,367.3666666666667,322.8166666666667,294.4625,261.3666666666667,213.4333333333334,162.12083333333334,118.40833333333333,89.21666666666667,61.037499999999994,40.70416666666667,36.3125,30.454166666666662,27.15416666666667,27.200000000000003,28.87083333333333,38.150000000000006,33.7125,33.57083333333334,34.175,37.11666666666667,41.92916666666667,47.208333333333336,52.68333333333334,59.362500000000004,67.00833333333333,75.7625,85.125,95.60833333333332,103.17916666666667,79.11250000000001,45.70833333333333,24.9625,21.579166666666666,12.666666666666668,11.420833333333334,1056.707479461111,1034.4899553666667,1027.111912411111,1021.1060746166667,1018.4385095166666,1017.9100380888889,1020.1808246222222,1034.0214561333332,1054.73393835,1099.4965273333335,1160.9814551666666,1220.175606277778,1263.8690850000003,1287.438399888889,1283.1353827777777,1264.7116716111111,1275.5372935555554,1276.1249174444445,1278.6444581666667,1277.5964861666669,1282.062328611111,1276.6605201666669,1276.9781287222224,1273.0449309444446,1271.2801428333332,1268.489141388889,1267.3439577777779,1262.7745014944446,1248.1499292944445,1245.8163094833333,1239.405919188889,1237.5503432111109,1230.9051940722222,1238.272925538889,1269.7733535,1303.5498675000001,1348.9305372222223,1388.8885890555555,1355.4085864444444,1324.4321213333333,1308.4446147222222,1288.368327,1248.2153702277776,1213.9821856222222,1175.4458765722222,1141.1129588166666,1105.64637845,1073.7507879500001
d53,12.983333333333333,12.008333333333335,9.145833333333332,12.737499999999999,12.387500000000001,15.508333333333333,15.116666666666667,14.45,16.483333333333334,14.216666666666669,16.241666666666667,21.6875,22.929166666666664,20.83333333333333,17.6875,16.625,15.066666666666666,13.870833333333334,14.237499999999997,14.299999999999997,11.5625,10.366666666666667,10.337500000000002,7.6499999999999995,7.725,7.229166666666666,9.695833333333333,10.216666666666665,9.4375,11.504166666666666,15.945833333333336,18.108333333333334,20.141666666666666,28.26666666666666,29.566666666666674,38.983333333333334,56.99583333333333,81.90833333333333,110.26666666666668,124.25833333333334,137.72083333333333,161.79166666666666,162.2625,160.65416666666667,157.75,152.60416666666666,153.6708333333333,155.47083333333333,1053.1517666722223,1031.6033140000002,1021.4564136277777,1009.9791580611112,1005.4636454555556,1001.9005420611111,1003.6722182388888,1007.2252924777778,1014.1466584,1032.4746180722223,1059.2241359388888,1078.9924126666667,1090.5659431666666,1106.0752194444444,1118.897365222222,1118.7817436666667,1139.3717786666668,1152.0605123888888,1163.5720724999999,1164.6075292777778,1170.7207077777778,1169.507584361111,1165.773539288889,1157.6690785111111,1155.5584071555556,1149.5189697166668,1143.4546397166666,1132.533626688889,1129.8534568333334,1123.3140493611113,1119.6236352833332,1115.8389709,1116.8571902,1138.0920447166666,1182.6548967777778,1223.1388053888888,1272.3926772222223,1306.0571366666666,1283.6195820000003,1252.8018448333335,1234.743779611111,1218.5176934500003,1193.6840628444445,1162.3043106944444,1133.825248677778,1099.0861097388888,1076.9237607277778,1051.905621838889
d54,164.00833333333335,155.25000000000003,131.94583333333333,126.40833333333337,129.07083333333333,143.15,195.5166666666667,273.30833333333334,319.91666666666663,311.3791666666666,323.15000000000003,321.5,378.5375,420.38749999999993,438.9124999999999,421.5083333333333,360.5958333333333,339.3458333333333,330.08750000000003,331.36250000000007,315.61250000000007,301.4458333333333,279.7458333333334,244.73333333333335,237.75833333333333,271.2375,298.20416666666665,280.7083333333333,311.97916666666663,352.4458333333334,293.40000000000003,258.06666666666666,278.36249999999995,314.6458333333333,341.55833333333334,396.32499999999993,465.7166666666667,514.8916666666667,557.9375,569.9000000000001,582.7416666666667,605.2208333333334,609.275,608.0458333333333,602.0125,597.8458333333333,594.7708333333334,598.5666666666667,1031.0910500500001,1009.429082811111,998.5351186444445,990.7528918388889,983.30602085,978.3013185999998,978.424819238889,977.4672958444444,981.2176104277778,990.6182874277778,1007.7436596722222,1008.3246230833333,1013.3593604055555,1017.758642761111,1030.3276469833334,1033.7984528388888,1059.4710855055555,1074.6271459444445,1085.9015803166665,1090.1540558222223,1098.3823637333332,1104.9740337055555,1108.3767027055555,1107.4712596222223,1106.3650301500002,1103.061369661111,1102.0483583166667,1099.0965200722221,1101.0209492611111,1100.4484265111112,1099.49768165,1097.3425564444444,1103.42207085,1124.4810336777778,1167.6846911111113,1218.514085611111,1277.911886111111,1319.1773821666666,1301.273327611111,1270.3357230555557,1256.6009258333333,1234.3706379444445,1197.2629638944445,1161.1818866777778,1121.9377332222223,1087.479852561111,1056.5597995277778,1023.9042370388888
d55,589.1291666666666,573.5166666666667,565.8125,565.4375,557.0083333333333,511.73750000000007,480.32500000000005,458.8666666666667,435.8041666666666,425.0375,419.6083333333333,411.23749999999995,427.4958333333334,465.4416666666667,496.06250000000006,496.6249999999999,514.6041666666666,533.1958333333334,541.3875,535.2541666666666,527.5666666666667,512.8291666666667,485.77500000000003,446.9291666666667,432.64166666666665,425.0583333333334,388.4166666666667,350.1041666666666,358.0458333333333,379.25416666666666,356.6625,324.8958333333333,340.5166666666667,372.9291666666667,395.65000000000003,442.26250000000005,500.5333333333333,538.2833333333334,565.2333333333333,572.875,589.3541666666666,610.7333333333332,615.5541666666667,610.3083333333334,583.2583333333334,547.9458333333333,547.525,535.8958333333334,1005.276226727778,982.6992136888888,976.4591363777778,971.8809822999998,968.6423838444447,967.3695989888889,970.5460667500001,976.4491681611112,994.36022555,1027.577600866667,1078.1443303333333,1125.6569475555555,1162.7146847777778,1192.4165993333334,1206.7954468333335,1199.161939611111,1224.9663948333334,1235.944100777778,1257.7881734444443,1261.8945028333335,1269.6866788333334,1273.2176624444444,1286.1371016666665,1289.5732144444446,1288.3059935555555,1289.982169111111,1291.519687888889,1289.9706480555556,1287.8538817222222,1289.214851722222,1284.4374262777776,1281.8995196666667,1288.6564580000002,1312.911531,1365.786062111111,1407.2429819444444,1447.4226473333335,1481.172998666667,1454.1059333333333,1413.761111222222,1377.3695958888886,1352.3761324999998,1298.4018548555557,1252.34321685,1195.8935847055554,1149.152516261111,1104.8795507722223,1066.5165209944444
d56,531.1416666666667,531.9333333333334,538.75,544.6458333333334,544.8083333333333,553.9041666666667,537.7791666666667,479.90416666666664,426.5625,441.9000000000001,450.66249999999997,432.81249999999994,433.2416666666667,410.55416666666656,370.7916666666666,330.66666666666663,255.21249999999998,240.9833333333333,256.8333333333333,314.8041666666666,396.3208333333333,388.1791666666666,379.5125,373.7,337.05,355.4375,332.95,300.26666666666665,280.5291666666667,290.94166666666666,318.0666666666666,324.14166666666665,343.4875,390.20833333333326,375.8041666666667,372.0583333333334,366.3833333333333,417.52916666666664,447.27916666666664,392.52500000000003,424.3708333333333,475.3083333333334,475.4666666666666,440.4458333333333,443.8875,452.3666666666666,432.79583333333335,413.77916666666664,1042.6202151666666,1024.3941713055553,1009.3488582277778,997.7516454055555,991.4766979777778,988.6614791777778,989.7384192055556,984.0409180111109,989.2141739222221,1007.9283847,1053.4606295555557,1097.0802008944445,1134.7273445,1163.8160474444446,1177.9847526111114,1179.7571765555558,1208.1639703333333,1219.2348407222223,1240.7010748333332,1251.8977652222222,1270.3154184444445,1275.5170608333335,1280.4707952222223,1278.6249747222223,1276.1585695555557,1271.9152815555556,1271.1290086111112,1270.6582984444442,1263.3284254444445,1264.8760504444442,1257.7037255555558,1251.8205014444445,1242.4871420555555,1252.7028787222223,1286.873116611111,1330.473915888889,1387.7698303333334,1428.6358217222223,1402.4075406666664,1364.337553277778,1342.3932028333334,1314.0307152777777,1261.6009182944445,1213.5629761166665,1158.1456017722223,1117.771858961111,1082.5543729666667,1045.528167488889
d57,415.2458333333333,383.24166666666673,332.0416666666667,311.0125,256.5333333333333,197.68333333333334,146.49166666666667,106.5875,84.82083333333333,73.11666666666667,73.12916666666666,81.12916666666666,82.35416666666667,81.67083333333332,77.03750000000001,74.55416666666666,80.53333333333333,76.95416666666667,65.875,44.495833333333344,31.383333333333333,32.125,42.61666666666667,43.85,41.5125,34.4875,32.42916666666667,28.245833333333334,34.516666666666666,35.199999999999996,42.2625,48.9125,75.07083333333333,99.89583333333334,119.37916666666666,161.07916666666665,215.3291666666667,289.95416666666665,377.32916666666665,436.73333333333323,417.275,401.57916666666665,379.6666666666667,350.54166666666663,334.5375,324.4083333333333,312.35416666666663,296.28333333333336,1022.9732366111111,1001.3148772333334,995.2682777166668,986.9354523388889,977.8294453666667,976.4023915388889,980.9191903222222,986.1106203,999.1702404722222,1026.4760284944443,1076.0164729722221,1119.9877475,1155.1660928333333,1185.9600760555556,1202.9586368888888,1202.889635,1225.0103795000002,1230.975134277778,1255.606432222222,1248.4165507666667,1244.5808227,1293.806555277778,1285.1633212777776,1267.7147312777777,1262.5933837777777,1260.6029663333336,1257.8174192222223,1256.6378797222221,1251.5286682777778,1250.7102135555558,1241.403546611111,1237.1830346666668,1231.6466190555554,1241.3018099444446,1265.563078111111,1303.7723278333333,1367.5878775555557,1414.5048348888888,1393.1753108333332,1362.8028237222222,1351.4655982777779,1327.6835393333333,1271.345966861111,1218.66389205,1164.2338799944446,1122.596276888889,1085.6383779166665,1054.6626820611111
d58,277.03749999999997,274.9458333333333,262.4208333333333,254.97500000000002,263.19999999999993,268.07916666666665,273.80416666666673,273.1458333333333,256.325,225.24166666666667,175.42083333333335,137.075,83.83749999999999,82.01666666666667,131.1125,161.25416666666666,176.18333333333334,174.73333333333332,152.55833333333334,110.725,73.64999999999999,55.31666666666666,54.891666666666666,61.12083333333333,72.16250000000001,111.26249999999999,147.09166666666664,185.61666666666665,221.375,249.5791666666667,281.95000000000005,304.1166666666667,339.1458333333333,371.16666666666663,407.36250000000007,443.1291666666667,467.17499999999995,491.8416666666667,519.8833333333332,533.45,522.3833333333333,516.6583333333333,502.93333333333334,524.0,544.5416666666667,564.8583333333332,579.0749999999999,592.8583333333333,1034.8776134055556,1014.5388228777778,1003.2385184499999,992.2269746222222,988.8144945111111,987.9809384,992.2751731777777,997.5383965555557,1015.8946112055555,1051.6590099333334,1105.2056050555555,1147.9308875,1184.004862722222,1211.5411287222223,1221.6838881111112,1212.3976557777778,1233.4811254444444,1236.6815187777777,1244.1411587222221,1246.8537401111114,1254.8012805,1257.3093393333331,1263.3143353333335,1263.4733454444442,1264.0545291111112,1262.5595628333333,1261.0945134444446,1262.8948954444447,1261.8336033333337,1255.5937987222221,1246.760994,1242.7412957777779,1238.701435888889,1245.802505777778,1267.923200833333,1310.4404165000003,1375.091095111111,1416.9873892222222,1396.6641991666668,1368.4010318888888,1361.8843976666667,1337.8581543333332,1283.3027667833333,1237.6305640833332,1184.7004505222224,1141.1434510777776,1101.0357568777779,1068.1646628055557
